4,Dostojevskog 7,"[""Bar 7/43450087_2219836458251565_2312063891384827904_n-JBHJ.jpg"",""Bar 7/49380195_2279358585632685_5153357209215696896_n-C4Ue.jpg"",""Bar 7/52029297_2299273806974496_8378219754011230208_n-uq2N.jpg"",""Bar 7/52259315_2301947576707119_6534911801652412416_n-a6vB.jpg"",""Bar 7/52765586_2307101856191691_5341141391374286848_n-2lzZ.jpg"",""Bar 7/52800225_2307097866192090_7754517797425643520_n-l2g6.jpg"",""Bar 7/52983607_2312908935610983_2544656333471219712_n-u1Mn.jpg""]",44.782924,20.417873,Bar 7/33086886_2110007439234468_7050076172276727808_n-XLtj.jpg,Bar 7,Web sajt: caffebar7.rs,"[""08-23"",""08-23"",""08-23"",""08-23"",""08-00"",""08-00"",""08-23""]",5
97,Mačvanska 3,"[""Frankie’s Sport Pub/IMG_2080-sic8.jpg"",""Frankie’s Sport Pub/IMG_2084-sbbS.jpg"",""Frankie’s Sport Pub/IMG_2087-L8eA.jpg"",""Frankie’s Sport Pub/IMG_2096-zR7M.jpg"",""Frankie’s Sport Pub/IMG_2100-ehfm.jpg"",""Frankie’s Sport Pub/IMG_2106-IiYz.jpg"",""Frankie’s Sport Pub/IMG_2122-jfru.jpg"",""Frankie’s Sport Pub/IMG_2136-I9w8.jpg"",""Frankie’s Sport Pub/IMG_2138-lDeh.jpg"",""Frankie’s Sport Pub/IMG_2149-pUBw.jpg"",""Frankie’s Sport Pub/IMG_2152-La8x.jpg"",""Frankie’s Sport Pub/IMG_2164-nyGx.jpg"",""Frankie’s Sport Pub/IMG_2196-QHk9.jpg"",""Frankie’s Sport Pub/IMG_2224-pAjI.jpg"",""Frankie’s Sport Pub/IMG_2228-nlPH.jpg"",""Frankie’s Sport Pub/IMG_2246-Vy1v.jpg"",""Frankie’s Sport Pub/IMG_2258-nOtw.jpg"",""Frankie’s Sport Pub/IMG_2267-9n9z.jpg"",""Frankie’s Sport Pub/IMG_2278-PQrU.jpg"",""Frankie’s Sport Pub/IMG_2294-Rw6e.jpg""]",44.797535,20.474032,Frankie’s Sport Pub/frankie-pub-sWrq.png,Frankie’s Sport Pub,Web sajt: frankiessportpub.com/,"[""08-01"",""08-00"",""08-00"",""08-00"",""08-03"",""08-03"",""08-01""]",71
98,Požeška 41,"[""Pivnica Friends/50754105_568506263623870_7741918910294786048_n-Tnux.jpg"",""Pivnica Friends/51168199_571820439959119_1167014744003969024_n-QOvK.jpg"",""Pivnica Friends/52932971_587392165068613_6923811817470820352_n-FSAP.jpg"",""Pivnica Friends/55865127_602383830236113_4281201650938413056_n-hUzx.jpg"",""Pivnica Friends/64283899_643049829502846_1074566951642071040_n-KAYi.jpg"",""Pivnica Friends/62380669_644943042646858_9132662825779462144_n-RBkT.jpg"",""Pivnica Friends/64223971_647140965760399_527843088312303616_n-Gn49.jpg"",""Pivnica Friends/64673837_649088005565695_6073133376301170688_n-Lacg.jpg"",""Pivnica Friends/65990556_659948027813026_8662827183514845184_n-QTKP.jpg""]",44.7824347,20.4195432,Pivnica Friends/wsi-imageoptim-1391601_487136084726847_2024190940_n.jpg,Pivnica Friends,Web sajt: friends.rs,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",71
99,Ušće bb,[],44.820252,20.443945,Splav Play/wsi-imageoptim-10312356_1442611882659484_780512471748491045_n.png,Splav Play,066 9100000,"[""-"",""-"",""-"",""-"",""-"",""-"",""-""]",31
100,Cetinjska 15,[],44.818524,20.466493,Pivnica Pivara/I'll-owl-wayslove-you!-(5)-gsoZ.jpg,Pivnica Pivara,Web sajt: www.pivara.rs,"[""16-01"",""16-01"",""16-01"",""16-01"",""16-01"",""16-01"",""16-01""]",71
101,Savski kej bb,[],44.7906957,20.3766011,Splav Crna Maca/12987228_1140405129312641_3042098624847285920_n.jpg,Splav Crna Maca,Web sajt: www.crnamaca.co.rs,"[""10-23"",""10-23"",""10-23"",""10-23"",""10-23"",""10-23"",""10-23""]",31
102,Kej oslobođenja bb,"[""Splav Monza caffe/37821844_973457559499931_610791512527077376_n-bX80.jpg"",""Splav Monza caffe/39059243_993810640797956_1206630332636332032_n-OzYz.jpg"",""Splav Monza caffe/39127082_994774130701607_3766434895501459456_n-yq9W.jpg"",""Splav Monza caffe/39336134_998088567036830_8822529641131540480_n-PbN5.jpg"",""Splav Monza caffe/40293592_1009460149233005_4392101971423657984_n-lqe6.jpg"",""Splav Monza caffe/44946646_1041336502712036_8803257792161906688_n-XnuG.jpg"",""Splav Monza caffe/46523882_1057276987784654_8944488974123008000_n-OG8y.jpg"",""Splav Monza caffe/50451860_1094735010705518_6853683003051212800_n-58qt.jpg"",""Splav Monza caffe/50891896_1098953923616960_8401799536783130624_n-VOvd.jpg"",""Splav Monza caffe/50956319_1100436880135331_4802454017445724160_n-Yxpx.jpg"",""Splav Monza caffe/51231873_1104714073040945_5475979097903464448_n-FpXs.jpg"",""Splav Monza caffe/53725111_1130782377100781_3618053421921206272_n-6Ila.jpg""]",44.828314,20.422884,Splav Monza caffe/LOGO-splav-monza-racing-caffe-logo-s8jI.png,Splav Monza caffe,011 3190712,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",31
103,Kej oslobođenja bb,"[""Splav Amsterdam/36088391_992131410953102_6353290833139073024_n-bnpm.jpg"",""Splav Amsterdam/36228120_992171080949135_5419442987392303104_n-7dca.jpg"",""Splav Amsterdam/41124519_1067168153449427_2828220605612949504_n-v51Y.jpg"",""Splav Amsterdam/52895353_1177560665743508_4991538342039388160_n-WRmv.jpg""]",44.828944,20.422223,Splav Amsterdam/22851854_863662690466642_7163962310015780409_n-S0WQ.png,Splav Amsterdam,Web sajt: amsterdam.rs,"[""10-00"",""10-00"",""10-00"",""10-00"",""10-01"",""10-02"",""10-00""]",31
104,Savski kej bb,[],44.795924,20.399586,Splav Cruise/14717257_1787484728133723_5300237456348187696_n.jpg,Splav Cruise,Web sajt: cruise.rs,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",31
105,Kej oslobođenja bb,[],44.8263672,20.4242706,Splav Gabbiano/gabiaomo.jpg,Splav Gabbiano,Web sajt: gabbiano.rs,"[""10-01"",""10-01"",""10-01"",""10-01"",""10-01"",""10-01"",""10-01""]",31
106,Savski kej,"[""Splav Coco/splavcoco_20190202185740-va9T.png"",""Splav Coco/splavcoco_20190202185745-Tu56.png"",""Splav Coco/splavcoco_20190202185749-IQFa.png"",""Splav Coco/splavcoco_20190202185801-GUAM.png"",""Splav Coco/splavcoco_20190202185805-uK4X.png"",""Splav Coco/splavcoco_20190202185808-4Tfw.png""]",44.794894,20.388208,Splav Coco/splav-coco-logo-scZo.png,Splav Coco,Web sajt: co.iz.rs,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",31
107,Tadeuša Košćuška bb,"[""Splav Viva/46975306_1591802580965343_1544972725045428224_n-PBLJ.jpg"",""Splav Viva/47376623_1594401027372165_4315314020664999936_n-77nj.jpg"",""Splav Viva/47378632_1596521413826793_5378110451223625728_n-jTY6.jpg"",""Splav Viva/47689297_1602407193238215_1999071770346258432_n-RP0W.jpg"",""Splav Viva/48052506_1600202006792067_5917920357804670976_n-neGX.jpg"",""Splav Viva/50505658_1643264815819119_6730790588414689280_n-xnsv.jpg""]",44.83015652,20.45020489,Splav Viva/10985604_636941079784836_7712156358199602891_n-4DYO.jpg,Splav Viva,Web sajt: www.splavviva.com,"[""08-01"",""08-01"",""08-01"",""08-01"",""08-01"",""09-01"",""09-01""]",31
108,Kej Oslobođenja bb,"[""Splav Office pub/28061062_1703037936385594_2246869932048319732_o-zsIQ.jpg"",""Splav Office pub/27788764_1698949260127795_2121999143389226931_o-zn7C.jpg"",""Splav Office pub/26172951_1654510804571641_3089826814478667914_o-raFd.jpg"",""Splav Office pub/24131811_1621802011175854_930005719542192239_o-aPgO.jpg"",""Splav Office pub/27710324_1695121190510602_4667743827037854137_o-32uJ.jpg"",""Splav Office pub/25358319_1637354469620608_2159786794524373587_o-4vtd.jpg"",""Splav Office pub/27173499_1682098725146182_4352810709063045136_o-WI1d.jpg""]",44.8328868,20.4207469,Splav Office pub/11107177_924257584263637_4159124168254847767_n-DTrs.jpg,Splav Office pub,062 8008713,"[""10-02"",""10-02"",""10-02"",""10-02"",""10-02"",""10-02"",""10-02""]",31
109,Savski nasip bb,"[""Splav Corso/IMG_8494-e8jf.jpeg"",""Splav Corso/IMG_9493-EDyN.jpeg"",""Splav Corso/IMG_8474-dqnI.jpeg"",""Splav Corso/IMG_7511-fzHG.jpeg"",""Splav Corso/IMG_7499-kKuP.jpeg"",""Splav Corso/IMG_5728-SoSQ.jpeg"",""Splav Corso/DSC_0465-ORyq.jpeg"",""Splav Corso/IMG_5936-xmuT.jpeg"",""Splav Corso/IMG_5448-Gtmp.jpeg"",""Splav Corso/7c97cd48-2bc0-46ce-97cb-671432d1e356-aH8o.jpeg"",""Splav Corso/IMG_0687-yk31.jpeg""]",44.795912,20.399241,Splav Corso/IMG_6287-PxIA.jpeg,Splav Corso,Web sajt: www.korzo.rs/,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",31
110,Savski kej,"[""Caffe splav Aligator/splav aligator 14-jkhg.jpg"",""Caffe splav Aligator/splav aligator 13-NK6G.jpg"",""Caffe splav Aligator/splav aligator 12-OU0x.jpg"",""Caffe splav Aligator/splav aligator 11-6QSN.jpg"",""Caffe splav Aligator/67231279_307542086687256_6381506844128444416_o-URSC.jpg""]",44.795542,20.394766,Caffe splav Aligator/splav-aligator-logo-novi-sfKh.png,Caffe splav Aligator,060 6906900,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",31
113,Terazije 23,"[""Caffe restaurant Caruso/IMG_2488-EodW.jpg"",""Caffe restaurant Caruso/IMG_2490-YgNz.jpg"",""Caffe restaurant Caruso/IMG_2537-VYHX.jpg"",""Caffe restaurant Caruso/IMG_2556-dtcr.jpg"",""Caffe restaurant Caruso/IMG_2559-t9tM.jpg"",""Caffe restaurant Caruso/IMG_2574-GnTB.jpg"",""Caffe restaurant Caruso/IMG_2580-wkfV.jpg"",""Caffe restaurant Caruso/IMG_2590-qIKs.jpg"",""Caffe restaurant Caruso/IMG_2595-lTF4.jpg"",""Caffe restaurant Caruso/IMG_2597-nDSb.jpg"",""Caffe restaurant Caruso/IMG_2610-7eSY.jpg"",""Caffe restaurant Caruso/IMG_2615-fnxD.jpg"",""Caffe restaurant Caruso/IMG_2618-FRbj.jpg"",""Caffe restaurant Caruso/IMG_2620-CekO.jpg""]",44.813479,20.461282,Caffe restaurant Caruso/caruso-logo-4nbn.jpg,Caffe restaurant Caruso,Web sajt: www.restorancaruso.com,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""10-01"",""-""]",114
115,Ratka Mitrovića 126a,[],44.7520803,20.4255836,Benefit Caffe/51024661_2401488933256810_6040318348690980864_n-gGIp.jpg,Benefit Caffe,011 2310778,"[""08-01"",""08-01"",""08-01"",""08-01"",""08-01"",""08-01"",""08-01""]",114
116,Goce Delčeva 10,[],44.831275,20.4149258,Prime caffe/42369857_2239397672755243_8004710006173728768_n-c355.jpg,Prime caffe,069 4621985,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00""]",114
117,Andre Nikolića 29,"[""Rooftop caffe Status/946186_582146755281148_3814361288502892513_n-gHyP.jpg"",""Rooftop caffe Status/12645245_592450174250806_7773279886342290833_n-nZfl.jpg"",""Rooftop caffe Status/12541043_581733295322494_7515889164333511425_n-jfXK.jpg""]",44.788405,20.432104,Rooftop caffe Status/logo-status-h227.jpg,Rooftop caffe Status,Web sajt: www.status-sas.com/,"[""14-22"",""14-22"",""14-22"",""14-22"",""14-22"",""14-22"",""-""]",114
118,Sinđelićeva 30,[],44.8487289,20.4110238000001,Caffe bar Pogled/I'll-owl-wayslove-you!-(21)-zpV8.jpg,Caffe bar Pogled,065 4559061,"[""10-00"",""10-00"",""10-00"",""10-00"",""10-00"",""10-00"",""10-00""]",114
119,Rankeova 7,[],44.796297,20.467441,Caffe Villa Maska/logo-7.jpg,Caffe Villa Maska,Web sajt: www.vilamaska.com,"[""08-01"",""08-01"",""08-01"",""08-01"",""08-02"",""10-02"",""10-01""]",114
120,Požeška 83a,[],44.7743799,20.4142388,Caffe Green Mill/14947826_258393457896667_610628043014158761_n-h3ad.jpg,Caffe Green Mill,064 0772081,"[""07-01"",""07-01"",""07-01"",""07-01"",""07-01"",""07-01"",""07-01""]",114
121,Mije Kovačevića 7,"[""Caffe bar Heritage Rooftop/heritage rooftop21231-j4pZ.jpg"",""Caffe bar Heritage Rooftop/heritage rooftop23-5agZ.jpg"",""Caffe bar Heritage Rooftop/heritage rooftop211-IqGt.jpg"",""Caffe bar Heritage Rooftop/heritage rooftop 43-H36M.jpg"",""Caffe bar Heritage Rooftop/heritage rooftop 2-id0V.jpg"",""Caffe bar Heritage Rooftop/53016201_1126447164196572_1845629480966553600_n-wxJK.jpg"",""Caffe bar Heritage Rooftop/3c-k7xl.jpg""]",44.813387,20.489062,Caffe bar Heritage Rooftop/heritage-rooftop-logo-AZQh.png,Caffe bar Heritage Rooftop,Web sajt: www.heritagerooftop.com,"[""09-00"",""09-00"",""09-00"",""09-00"",""09-01"",""09-01"",""09-00""]",114
122,Kej Oslobođenja 55,"[""Caffe restaurant Milagro/1017703_148477415347712_2139334645_n-rN99.jpg"",""Caffe restaurant Milagro/10906031_329729503889168_188212311995564668_n-EgAf.jpg"",""Caffe restaurant Milagro/13043312_486379728224144_4514345990379702320_n-VxYi.jpg"",""Caffe restaurant Milagro/13615009_515016598693790_2031050489950879893_n-fG4o.jpg""]",44.848255,20.412796,Caffe restaurant Milagro/logo-restoran-milagro-C5rL.jpg,Caffe restaurant Milagro,Web sajt: restoranmilagro.com,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",114
123,Kneza Višesava 130,"[""Caffe Nirvana/IMG_20191016_181426_768 (1)-13ZJ.jpg"",""Caffe Nirvana/IMG-2e3eff378853766a4755f12132a14adc-V (1)-1PKT.jpg"",""Caffe Nirvana/IMG-fd2d8523245118584600565b08343b12-V (1)-aBkn.jpg"",""Caffe Nirvana/IMG_20191016_181426_767 (1)-eSdP.jpg"",""Caffe Nirvana/IMG-ece803c89456c89e979109818c00801b-V (1)-ZvF8.jpg"",""Caffe Nirvana/IMG-78439271f29fabb8f655c36c7b33e202-V (1)-6Iho.jpg""]",44.749085,20.431596,Caffe Nirvana/Screen-Shot-2019-10-16-at-6.37.54-??-?????-iyfo.png,Caffe Nirvana,069 707779,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00""]",114
124,Partizanski blok 17v,"[""Caffe Kvart/IMG_3072-UomT.jpg"",""Caffe Kvart/IMG_3085-Yxxe.jpg"",""Caffe Kvart/IMG_3179-I6I7.jpg"",""Caffe Kvart/IMG_3101-VngI.jpg"",""Caffe Kvart/IMG_3080-EPbk.jpg"",""Caffe Kvart/IMG_3171-fhE8.jpg"",""Caffe Kvart/IMG_3143-yzJN.jpg"",""Caffe Kvart/IMG_3118-KjnK.jpg"",""Caffe Kvart/IMG_3117-FRNO.jpg"",""Caffe Kvart/IMG_3160-ZAjQ.jpg"",""Caffe Kvart/IMG_3102-jSma.jpg""]",44.843306,20.485883,Caffe Kvart/caffe-kvart-logo-4liF.jpg,Caffe Kvart,060 4881507,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-01"",""08-01"",""08-00""]",114
125,Terazije 13,"[""Negro caffe/41637578_1187122498096214_5012500256345030656_n-IPX8.jpg"",""Negro caffe/30706835_1067247373417061_395475434654924800_n-YiLu.jpg"",""Negro caffe/30725783_1066255133516285_221740816371023872_n-1ieP.jpg"",""Negro caffe/23435215_978157585659374_1008102908982792635_n-5Wdf.jpg"",""Negro caffe/23231561_977171342424665_2908586188195586114_n-CHf9.jpg"",""Negro caffe/15181185_783449011796900_1946945073853733186_n-XC7l.jpg""]",44.813945,20.460725,Negro caffe/negro-04I2.jpg,Negro caffe,065 6028222,"[""08-02"",""08-02"",""08-02"",""08-02"",""08-02"",""08-02"",""08-02""]",114
126,Topličin venac 19-21,"[""Supermarket DELI/65458248_2211624828887437_8414758836094631936_o-TB7c.jpg"",""Supermarket DELI/79014709_2517477901635460_7007578995596197888_o-w06g.jpg"",""Supermarket DELI/32684953_1653024938080765_2093258526246830080_o-FEYx.jpg"",""Supermarket DELI/supermarket deli 11-9Gf0.jpg"",""Supermarket DELI/supermarket deli 10-QzyS.jpg"",""Supermarket DELI/supermarket deli 9-DROR.jpg"",""Supermarket DELI/supermarket deli 6-I41H.jpg"",""Supermarket DELI/supermarket deli 5-UimU.jpg"",""Supermarket DELI/supermarket deli 4-qx3V.jpg"",""Supermarket DELI/supermarket deli 3-TNXN.jpg"",""Supermarket DELI/supermarket deli2-GpxL.jpg""]",44.816586,20.454395,Supermarket DELI/supermarket-logo2-pZVq.png,Supermarket DELI,Web sajt: www.supermarketdeli.rs/,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""09-00"",""09-00""]",114
127,Mihaila Gavrilovića 6,"[""Caffe Versus VIP/IMG_6423-KGle.JPG"",""Caffe Versus VIP/IMG_6451-gV2f.JPG"",""Caffe Versus VIP/IMG_6403-f37F.JPG"",""Caffe Versus VIP/IMG_6399-OzZg.JPG"",""Caffe Versus VIP/069-Y2Z7.JPG"",""Caffe Versus VIP/IMG_6342-Gy1X.JPG"",""Caffe Versus VIP/IMG_6360-oJyA.JPG"",""Caffe Versus VIP/IMG_6378-zWJ4.JPG"",""Caffe Versus VIP/IMG_6358-BA3H.JPG"",""Caffe Versus VIP/IMG_6461-XPKI.JPG"",""Caffe Versus VIP/IMG_6455-SRRK.JPG""]",44.792739,20.472951,Caffe Versus VIP/download-GlpJ.png,Caffe Versus VIP,0693332100,"[""11-01"",""11-01"",""11-01"",""11-01"",""11-01"",""11-01"",""11-01""]",114
128,Luke Vojvodića 28a,[],44.7507335,20.4375543,Kafe Kafa sa pogledom/logo-8.jpg,Kafe Kafa sa pogledom,011 2563032,"[""09-00"",""09-00"",""09-00"",""09-00"",""09-00"",""09-00"",""09-00""]",114
129,Petrac kanal 49,"[""Mala Galovica/IMG_5736(2)-Y5LV.jpg"",""Mala Galovica/IMG_5742(2)-Hx4m.jpg"",""Mala Galovica/IMG_5748(2)-5VKw.jpg"",""Mala Galovica/IMG_5761(2)-1vzf.jpg"",""Mala Galovica/IMG_5781(2)-oS7u.jpg"",""Mala Galovica/IMG_5786(2)-LKgC.jpg"",""Mala Galovica/IMG_5788(2)-Y6Fb.jpg"",""Mala Galovica/IMG_5822(2)-ptBz.jpg"",""Mala Galovica/IMG_5830(2)-8iMp.jpg"",""Mala Galovica/IMG_5836(2)-PaSQ.jpg"",""Mala Galovica/IMG_5860(2)-hK8e.jpg"",""Mala Galovica/IMG_5893(2)-TaQq.jpg"",""Mala Galovica/IMG_5908(2)-VFEI.jpg""]",44.783814,20.362672,Mala Galovica/logo-mala-galovica-OUSk.jpg,Mala Galovica,064 1597846,"[""10-22"",""10-22"",""10-22"",""10-22"",""10-22"",""10-22"",""10-22""]",114
130,Poručnika Spasića i Mašere 2,"[""Caffe Harmonia/IMG_7901-zd9P.jpg"",""Caffe Harmonia/IMG_7907-GWNY.jpg"",""Caffe Harmonia/IMG_7911-3dXQ.jpg"",""Caffe Harmonia/IMG_7928-rFr5.jpg"",""Caffe Harmonia/IMG_7947-pIns.jpg"",""Caffe Harmonia/IMG_7948-BX4s.jpg"",""Caffe Harmonia/IMG_7953-tTWI.jpg"",""Caffe Harmonia/IMG_7966-LEkr.jpg"",""Caffe Harmonia/IMG_7976-3ACI.jpg"",""Caffe Harmonia/IMG_7978-AIzw.jpg"",""Caffe Harmonia/IMG_7983-sERN.jpg"",""Caffe Harmonia/IMG_7987-QYN0.jpg"",""Caffe Harmonia/IMG_8009-fLcE.jpg"",""Caffe Harmonia/IMG_8016-uzBB.jpg"",""Caffe Harmonia/IMG_8030-GERB.jpg"",""Caffe Harmonia/IMG_8039-4grA.jpg"",""Caffe Harmonia/IMG_8045-znii.jpg"",""Caffe Harmonia/IMG_8086-9wK6.jpg"",""Caffe Harmonia/IMG_8094-xNj5.jpg""]",44.759641,20.413407,Caffe Harmonia/46134630_2023665651030973_5379244825100943360_n-JjM2.png,Caffe Harmonia,0643938327,"[""08-23"",""08-23"",""08-23"",""08-23"",""08-23"",""08-23"",""08-23""]",114
131,Magistratski trg 10,"[""Caffe Rakia bar/37844360_996998943792971_1790802870518415360_n-VUiT.jpg"",""Caffe Rakia bar/38935348_1013342545491944_372184484138713088_n-fdJr.jpg"",""Caffe Rakia bar/41450093_1039808242845374_2613790725522849792_n-uIso.jpg"",""Caffe Rakia bar/48392373_1102532153239649_2462000521083355136_n-gF9y.jpg"",""Caffe Rakia bar/52596532_1148691011957096_6790382675531137024_n-jo2I.jpg"",""Caffe Rakia bar/53091911_1153164491509748_4204526451661209600_n-mNwd.jpg"",""Caffe Rakia bar/53633604_1157696747723189_1795098121282256896_n-Ojgz.jpg""]",44.8443073,20.4136293,Caffe Rakia bar/I'll-owl-wayslove-you!-(36)-QuOo.jpg,Caffe Rakia bar,Web sajt: www.rakiabar.com/pocetna.1.html,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-00"",""09-01"",""09-01""]",114
132,Zrenjaninski put 62,[],44.8459896,20.4885994,Caffe Kvadrat/wsi-imageoptim-caffekvadrat_3_3_2018_14_44_8_722.jpg,Caffe Kvadrat,065 6164622,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00""]",114
133,Trgovačka 18,"[""Caffe Corner Beer/IMG_6698-UYMP.jpg"",""Caffe Corner Beer/IMG_6701-otQ0.jpg"",""Caffe Corner Beer/IMG_6709-7nRe.jpg"",""Caffe Corner Beer/IMG_6731-r8lA.jpg"",""Caffe Corner Beer/IMG_6746-eOjA.jpg"",""Caffe Corner Beer/IMG_6755-pDna.jpg"",""Caffe Corner Beer/IMG_6770-5uZm.jpg"",""Caffe Corner Beer/IMG_6786-8dgz.jpg"",""Caffe Corner Beer/IMG_6799-ujkJ.jpg"",""Caffe Corner Beer/IMG_6812-MSSb.jpg""]",44.761039,20.413886,Caffe Corner Beer/corner-beer-logo-zarkovo-UmWa.jpg,Caffe Corner Beer,Web sajt: cornerbeer.com/,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-01"",""08-01"",""08-00""]",114
134,Kneza Danila 4,"[""Stari Beograd/IMG_0425-HDR-tjRF.jpg"",""Stari Beograd/IMG_0436-HDR-LN5t.jpg"",""Stari Beograd/IMG_0451-HDR-zfTl.jpg"",""Stari Beograd/IMG_0551-sove.jpg"",""Stari Beograd/IMG_0554-HRkZ.jpg"",""Stari Beograd/IMG_0559-pbMm.jpg"",""Stari Beograd/IMG_0565-qIvM.jpg"",""Stari Beograd/IMG_4305-RQhA.jpg"",""Stari Beograd/IMG_4313-NFyj.jpg"",""Stari Beograd/IMG_4321-9XU1.jpg"",""Stari Beograd/IMG_4338-qFHE.jpg"",""Stari Beograd/IMG_4354-ELSH.jpg"",""Stari Beograd/IMG_4360-fwm8.jpg"",""Stari Beograd/IMG_4402-rUMA.jpg"",""Stari Beograd/IMG_4436-SEHQ.jpg"",""Stari Beograd/IMG_4437-UBLe.jpg"",""Stari Beograd/IMG_4445-Xe4m.jpg"",""Stari Beograd/IMG_4454-Kwa4.jpg"",""Stari Beograd/IMG_4488-u4gD.jpg"",""Stari Beograd/IMG_4517-dLNl.jpg""]",44.81233,20.475746,Stari Beograd/stari-beograd-logo-Z1Q2.png,Stari Beograd,Web sajt: kafanastaribeograd.rs/,"[""10-22"",""10-22"",""10-22"",""10-22"",""10-22"",""10-22"",""-""]",114
135,Skadarska 7,[],44.816651,20.463456,Familija Bistro/wsi-imageoptim-540373_304140633107747_3036949366858265678_n-1.jpg,Familija Bistro,Web sajt: familijabistro.wordpress.com/,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-01"",""10-01"",""10-00""]",114
136,Ruska 22,"[""Copy caffe/IMG_8890-4wj4.jpg"",""Copy caffe/IMG_8899-0TK9.jpg"",""Copy caffe/IMG_8904-Xdav.jpg"",""Copy caffe/IMG_8911-np7x.jpg"",""Copy caffe/IMG_8918-Y7wQ.jpg"",""Copy caffe/IMG_8927-5j7b.jpg"",""Copy caffe/IMG_8945-kM4n.jpg"",""Copy caffe/IMG_8947-w5JQ.jpg"",""Copy caffe/IMG_8958-Wui5.jpg"",""Copy caffe/IMG_8964-VYH5.jpg"",""Copy caffe/IMG_8982-CM21.jpg"",""Copy caffe/IMG_9003-qpj6.jpg""]",44.856126,20.380008,Copy caffe/logo-BNsL.jpg,Copy caffe,060 0884499,"[""08-23"",""08-23"",""08-23"",""08-23"",""08-01"",""08-16"",""-""]",114
137,Kralja Milana 35,"[""SkyLounge/32536668_1807783825945281_8717892383691243520_n-RAyp.jpg"",""SkyLounge/41880570_1990376484352680_7025131251329662976_o-6irL.jpg"",""SkyLounge/43429887_2017654991624829_3864155099521613824_n-LfQz.jpg"",""SkyLounge/43703344_2018910198165975_5767057269300658176_n-eg3n.jpg"",""SkyLounge/48413553_2126875394036121_2626947258322518016_n-XOLR.jpg"",""SkyLounge/53034593_2231615300228796_8218866258192367616_n-Pejg.jpg"",""SkyLounge/57491853_2303767983013527_7216078758506135552_n-KJ6X.jpg"",""SkyLounge/44821317_2039580136098981_105593308570451968_n-emdk.jpg""]",44.804038,20.466118,SkyLounge/28168039_1718699971520334_4348780605646956915_n-I7eD.png,SkyLounge,011 7555759,"[""12-01"",""12-01"",""12-01"",""12-01"",""12-02"",""12-02"",""12-01""]",114
138,Požeška 118a,[],44.7765792,20.4138428,Caffe Anno Domini/logo-4.jpg,Caffe Anno Domini,069 9992012,"[""09-02"",""09-02"",""09-02"",""09-02"",""09-02"",""09-02"",""09-02""]",114
139,Vajara Živojina Lukića 60,[],44.8207407,20.3940032,Caffe Bar Java/Java-bar-logo.jpg,Caffe Bar Java,064 0572817,"[""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01"",""09-01""]",114
140,Požeška 76,[],44.77904017,20.41544884,Caffe Chicago/logoo2.jpg,Caffe Chicago,064 4730626,"[""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""08-00"",""09-00""]",114
141,Bulevar Milutina Milankovića 132a,"[""Caffe restaurant Baš Fino/IMG_9087-K1pd-sq5K.jpg"",""Caffe restaurant Baš Fino/IMG_9074-y6Rz-qR6h.jpg"",""Caffe restaurant Baš Fino/IMG_9056-5yPo-WyZV.jpg"",""Caffe restaurant Baš Fino/IMG_9049-BwdD-2uWU.jpg"",""Caffe restaurant Baš Fino/IMG_9046-7rq7-5I5P.jpg""]",44.81698,20.403229,Caffe restaurant Baš Fino/bas-fino-logo--qCib.jpg,Caffe restaurant Baš Fino,E-mail: basfino.doo@gmail.com,"[""07-23"",""07-23"",""07-23"",""07-23"",""07-23"",""07-23"",""07-23""]",114
